species	MGI	UniProtKB	gene	ID
MOUSE	1920081	Q99PU8	Putative ATP-dependent RNA helicase DHX30	Dhx30
MOUSE	1929129	O88574	Histone deacetylase complex subunit SAP30	Sap30
MOUSE	1915113	Q9CR62	Mitochondrial 2-oxoglutarate/malate carrier protein	Slc25a11
MOUSE	1919234	Q9JJL8	"Serine--tRNA ligase, mitochondrial"	Sars2
MOUSE	1860138	Q3UJK4	GTP-binding protein 2	Gtpbp2
MOUSE	3643807	D3YXT4	Uncharacterized protein	Gm5619
MOUSE	1888496	Q9ES03	T-box transcription factor TBX20	Tbx20
MOUSE	3770262	A2A447	Protein Rhox2b	Rhox2b
MOUSE	2685795	Q3UKZ7	ARL14 effector protein-like	Arl14epl
MOUSE	2448399	Q8CGP1	Histone H2B type 1-K	Hist1h2bk
MOUSE	98884	Q9D883	Splicing factor U2AF 35 kDa subunit	U2af1
MOUSE	109340	P97474	Pituitary homeobox 2	Pitx2
MOUSE	103064	Q62167	ATP-dependent RNA helicase DDX3X	Ddx3x
MOUSE	2154049	Q920F6	Structural maintenance of chromosomes protein 1B	Smc1b
MOUSE	96799	P10166	Protein L-Myc	Mycl
MOUSE	1890470	P57722	Poly(rC)-binding protein 3	Pcbp3
MOUSE	3779903	F6SVV1	Protein Gm9493	Gm9493
MOUSE	2444084	Q8CCN1	"NACHT, LRR and PYD domains-containing protein 10"	Nlrp10
MOUSE	99135	Q64267	DNA repair protein complementing XP-A cells homolog	Xpa
MOUSE	1351656	Q8K268	ATP-binding cassette sub-family F member 3	Abcf3
MOUSE	1278340	O09167	60S ribosomal protein L21	Rpl21
MOUSE	2141503	Q91WC1	Protection of telomeres protein 1	Pot1
MOUSE	1859211	P97431	Interferon regulatory factor 6	Irf6
MOUSE	88431	P53996	Cellular nucleic acid-binding protein	Cnbp
MOUSE	105037	Q61656	Probable ATP-dependent RNA helicase DDX5	Ddx5
MOUSE	3528588	Q5GAM8	Probable inactive ribonuclease-like protein 12	Rnase12
MOUSE	1888530	Q07133	Histone H1t	Hist1h1t
MOUSE	88401	Q61412	Visual system homeobox 2	Vsx2
MOUSE	2389091	P62245	40S ribosomal protein S15a	Rps15a
MOUSE	95546	Q61574	Forkhead box protein S1	Foxs1
MOUSE	2143151	Q91WE3	Ribonuclease P protein subunit p25	Rpp25
MOUSE	88376	P27790	Major centromere autoantigen B	Cenpb
MOUSE	1916119	Q921Y2	U3 small nucleolar ribonucleoprotein protein IMP3	Imp3
MOUSE	98117	P62843	40S ribosomal protein S15	Rps15
MOUSE	103300	Q64701	Retinoblastoma-like protein 1	Rbl1
MOUSE	1917211	Q99JH1	Ribonuclease P protein subunit p25-like protein	Rpp25l
MOUSE	1914479	Q8BM39	Pre-mRNA-splicing factor 18	Prpf18
MOUSE	2138080	Q8BTT6	Digestive organ expansion factor homolog	Diexf
MOUSE	2140628	B1ARV3	L-amino acid oxidase 1	Lao1
MOUSE	107901	P70353	Nuclear transcription factor Y subunit gamma	Nfyc
MOUSE	1915433	Q9D287	Pre-mRNA-splicing factor SPF27	Bcas2
MOUSE	97316	P23708	Nuclear transcription factor Y subunit alpha	Nfya
MOUSE	2148050	Q5DTT1	Protein KIAA2022	Kiaa2022
MOUSE	1332242	Q9Z304	Protein S-Myc	Mycs
MOUSE	1916442	G3X8X0	"DEAH (Asp-Glu-Ala-His) box polypeptide 16, isoform CRA_a"	Dhx16
MOUSE	3645809	F6XS56	Uncharacterized protein	Gm8444
MOUSE	2180850	Q8VI93	2'-5'-oligoadenylate synthase 3	Oas3
MOUSE	1933765	P58544	BTB/POZ domain-containing protein 1	Btbd1
MOUSE	1914275	Q9CXW4	60S ribosomal protein L11	Rpl11
MOUSE	1344410	P63072	Ubiquitin D	Ubd
MOUSE	96909	P54843	Transcription factor Maf	Maf
MOUSE	1922638	Q924M5	Protein boule-like	Boll
MOUSE	1913989	Q8VE37	Regulator of chromosome condensation	Rcc1
MOUSE	1888676	Q6ZWU9	40S ribosomal protein S27	Rps27
MOUSE	1261436	Q810F8	T-box transcription factor TBX10	Tbx10
MOUSE	1343458	Q9Z1Y4	Thyroid receptor-interacting protein 6	Trip6
MOUSE	1914312	A2AF28	"MCG115034, isoform CRA_c"	Slc25a53
MOUSE	3704479	D3YYI8	Histone deacetylase	Gm10093
MOUSE	95304	Q8BGD9	Eukaryotic translation initiation factor 4B	Eif4b
MOUSE	1355322	P56960	Exosome component 10	Exosc10
MOUSE	3528602	Q5GAN0	Angiogenin ribonuclease 6	Ang6
MOUSE	1096343	O35652	LIM/homeobox protein Lhx8	Lhx8
MOUSE	1101781	Q3UPW2	ETS-related transcription factor Elf-3	Elf3
MOUSE	1916889	Q9D753	Exosome complex component RRP43	Exosc8
MOUSE	107634	Q05CL8	La-related protein 7	Larp7
MOUSE	5012150	J3QNY8	Uncharacterized protein	Gm19965
MOUSE	1918114	Q14BE7	"Family with sequence similarity 47, member A"	Fam47c
MOUSE	109573	P97499	Telomerase protein component 1	Tep1
MOUSE	2681860	Q7TM95	Tigger transposable element-derived protein 3	Tigd3
MOUSE	2179381	Q99PV0	Pre-mRNA-processing-splicing factor 8	Prpf8
MOUSE	1924782	B2RRL2	Jerky protein homolog-like	Jrkl
MOUSE	3576210	B7ZNL9	Protein Tatdn2	Tatdn2
MOUSE	97168	P13297	Homeobox protein MSX-1	Msx1
MOUSE	1915147	Q9D0L8	mRNA cap guanine-N7 methyltransferase	Rnmt
MOUSE	3643406	D3Z7W7	40S ribosomal protein S3a	Rps3a3
MOUSE	1347077	Q571C7	Transcription factor TFIIIB component B'' homolog	Bdp1
MOUSE	2136691	Q9QYL0	Spermatid-specific linker histone H1-like protein	Hils1
MOUSE	1196261	Q3UFY8	Mitochondrial ribonuclease P protein 1	Trmt10c
MOUSE	1891915	Q9WVH3	Forkhead box protein O4	Foxo4
MOUSE	2684870	Q5SW25	POM121-like protein 2	Pom121l2
MOUSE	2384802	Q99LC8	Translation initiation factor eIF-2B subunit alpha	Eif2b1
MOUSE	102556	P70325	T-box transcription factor TBX4	Tbx4
MOUSE	1354159	O54917	Transcription factor E2F6	E2f6
MOUSE	88495	P27699	cAMP-responsive element modulator	Crem
MOUSE	2443312	Q8BGS5	Protein Zscan22	Zscan22
MOUSE	1341859	Q9WVL0	Maleylacetoacetate isomerase	Gstz1
MOUSE	97919	P00683	Ribonuclease pancreatic	Rnase1
MOUSE	2679727	P61407	Tudor domain-containing protein 6	Tdrd6
MOUSE	1196294	Q91WJ8	Far upstream element-binding protein 1	Fubp1
MOUSE	1918764	Q8VIJ6	"Splicing factor, proline- and glutamine-rich"	Sfpq
MOUSE	1344424	Q9WVG7	Protein odd-skipped-related 1	Osr1
MOUSE	109565	O08550	Histone-lysine N-methyltransferase 2B	Kmt2b
MOUSE	98362	Q04892	Transcription factor SOX-14	Sox14
MOUSE	1923576	Q921I9	Exosome complex component RRP41	Exosc4
MOUSE	88096	Q06507	Cyclic AMP-dependent transcription factor ATF-4	Atf4
MOUSE	95303	P60843	Eukaryotic initiation factor 4A-I	Eif4a1
MOUSE	2445059	Q8BZ09	Mitochondrial 2-oxodicarboxylate carrier	Slc25a21
MOUSE	1917200	Q99LJ7	RCC1 and BTB domain-containing protein 2	Rcbtb2
MOUSE	2448375	P70696	Histone H2B type 1-A	Hist1h2ba
MOUSE	2137907	Q99ML6	MCG1033320	Slc25a2
MOUSE	1924188	Q8JZX4	Splicing factor 45	Rbm17
MOUSE	2446140	Q80VG1	Sex comb on midleg-like protein 4	Scml4
MOUSE	2443629	Q8BI06	Cell migration-inducing and hyaluronan-binding protein	Cemip
MOUSE	95299	Q6ZWX6	Eukaryotic translation initiation factor 2 subunit 1	Eif2s1
MOUSE	98888	P0CG49	Polyubiquitin-B	Ubb
MOUSE	1915261	P62309	Small nuclear ribonucleoprotein G	Snrpg
MOUSE	3646644	F6YTZ4	Uncharacterized protein	Gm6576
MOUSE	1921238	Q5SPH3	Protein 4930438A08Rik	4930438A08Rik
MOUSE	1097714	O35185	Class E basic helix-loop-helix protein 40	Bhlhe40
MOUSE	95554	P26323	Friend leukemia integration 1 transcription factor	Fli1
MOUSE	1932051	Q8CHK4	Histone acetyltransferase KAT5	Kat5
MOUSE	1270847	Q80VV3	Eukaryotic translation initiation factor 4E-binding protein 3	Eif4ebp3
MOUSE	1889000	Q9QXE2	DNA polymerase lambda	Poll
MOUSE	98364	P48432	Transcription factor SOX-2	Sox2
MOUSE	88192	Q3TKT4	Transcription activator BRG1	Smarca4
MOUSE	98306	Q61045	Single-minded homolog 1	Sim1
MOUSE	3710577	Q5M8Q2	Histone H2A	OTTMUSG00000016789
MOUSE	1339958	Q9WTM4	Nuclear factor erythroid 2-related factor 3	Nfe2l3
MOUSE	2443575	Q80ZM3	Methyltransferase-like protein 20	Mettl20
MOUSE	3770266	A2AWL9	Protein Rhox2c	Rhox2c
MOUSE	1341884	Q9QUS4	Hairy/enhancer-of-split related with YRPW motif protein 2	Hey2
MOUSE	1330823	Q9Z2B2	Brain mitochondrial carrier protein 1	Slc25a14
MOUSE	99421	Q61985	Nuclear factor erythroid 2-related factor 1	Nfe2l1
MOUSE	2442943	Q8K2R5	Zinc finger protein 668	Znf668
MOUSE	1914828	A2ARM1	Protein PAT1 homolog 2	Patl2
MOUSE	1353604	Q9WUU6	Hepatocyte nuclear factor 4-gamma	Hnf4g
MOUSE	1350927	P62918	60S ribosomal protein L8	Rpl8
MOUSE	1930948	Q9CY66	H/ACA ribonucleoprotein complex subunit 1	Gar1
MOUSE	96100	Q03172	Zinc finger protein 40	Hivep1
MOUSE	1914841	Q9CQ84	Ubiquitin-like protein 4B	Ubl4b
MOUSE	96193	P31313	Homeobox protein Hox-C11	Hoxc11
MOUSE	1918491	Q8CGW9	Doublesex- and mab-3-related transcription factor C2	Dmrtc2
MOUSE	2442040	P97379	Ras GTPase-activating protein-binding protein 2	G3bp2
MOUSE	109520	P63005	Platelet-activating factor acetylhydrolase IB subunit alpha	Pafah1b1
MOUSE	1913473	Q9CQL6	"39S ribosomal protein L35, mitochondrial"	Mrpl35
MOUSE	1890948	Q920B9	FACT complex subunit SPT16	Supt16h
MOUSE	3613390	Q504P9	Protein Rhox4e	Rhox4e
MOUSE	1916507	Q9JHC9	ETS-related transcription factor Elf-2	Elf2
MOUSE	2140945	Q4VA53	Sister chromatid cohesion protein PDS5 homolog B	Pds5b
MOUSE	1202063	P97351	40S ribosomal protein S3a	Rps3a
MOUSE	1921539	Q5DP50	Protein Tex24	Tex24
MOUSE	2446772	Q6XAS4	Protein Ssxb3	Ssxb3
MOUSE	1333752	Q9Z2V5	Histone deacetylase 6	Hdac6
MOUSE	1202400	O55201	Transcription elongation factor SPT5	Supt5h
MOUSE	2144529	Q8K3P5	CCR4-NOT transcription complex subunit 6	Cnot6
MOUSE	3647768	E9PV49	Uncharacterized protein	Gm4825
MOUSE	2141813	Q8BZS9	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	Dhx32
MOUSE	1913976	Q6KCD5	Nipped-B-like protein	Nipbl
MOUSE	96120	P18608	Non-histone chromosomal protein HMG-14	Hmgn1
MOUSE	3642317	J3QPI4	Uncharacterized protein	Gm9791
MOUSE	95461	P23683	Homeobox even-skipped homolog protein 1	Evx1
MOUSE	1919912	Q9CSH3	Exosome complex exonuclease RRP44	Dis3
MOUSE	1891690	Q7TMK9	Heterogeneous nuclear ribonucleoprotein Q	Syncrip
MOUSE	1914004	P58462	Forkhead box protein P1	Foxp1
MOUSE	97350	P42582	Homeobox protein Nkx-2.5	Nkx2-5
MOUSE	1329019	P56542	Deoxyribonuclease-2-alpha	Dnase2
MOUSE	1915987	Q8VCU0	Protein angel homolog 1	Angel1
MOUSE	2385849	Q8BKJ9	NAD-dependent protein deacetylase sirtuin-7	Sirt7
MOUSE	1277097	O70137	Homeobox protein aristaless-like 3	Alx3
MOUSE	104296	G3UYX3	Protein Nova2	Nova2
MOUSE	1351610	Q9QZQ0	Neuronal PAS domain-containing protein 3	Npas3
MOUSE	98647	Q9Z1B8	PHD finger protein 1	Phf1
MOUSE	109635	O09053	Werner syndrome ATP-dependent helicase homolog	Wrn
MOUSE	2444391	Q8BGF9	Solute carrier family 25 member 44	Slc25a44
MOUSE	2678085	Q8CH09	SURP and G-patch domain-containing protein 2	Sugp2
MOUSE	2682295	Q6PB75	Non-canonical poly(A) RNA polymerase PAPD7	Papd7
MOUSE	97567	Q00175	Progesterone receptor	Pgr
MOUSE	1919016	Q9CW46	Ribonucleoprotein PTB-binding 1	Raver1
MOUSE	1888520	Q9ESU6	Bromodomain-containing protein 4	Brd4
MOUSE	97503	P17918	Proliferating cell nuclear antigen	Pcna
MOUSE	1858303	Q52KI8	Serine/arginine repetitive matrix protein 1	Srrm1
MOUSE	2384887	Q8BIW9	Chromosome transmission fidelity protein 18 homolog	Chtf18
MOUSE	95389	P09065	Homeobox protein engrailed-1	En1
MOUSE	1929520	O70251	Elongation factor 1-beta	Eef1b
MOUSE	2384309	Q923G2	"DNA-directed RNA polymerases I, II, and III subunit RPABC3"	Polr2h
MOUSE	2140279	Q8K1H1	Tudor domain-containing protein 7	Tdrd7
MOUSE	1917565	Q8VH37	Histone deacetylase 8	Hdac8
MOUSE	1914454	Q99L45	Eukaryotic translation initiation factor 2 subunit 2	Eif2s2
MOUSE	2442555	Q8CI75	DIS3-like exonuclease 2	Dis3l2
MOUSE	1194497	P70284	Homeobox protein TGIF1	Tgif1
MOUSE	1915244	Q9DCA2	"28S ribosomal protein S11, mitochondrial"	Mrps11
MOUSE	3647101	J3QNQ2	Uncharacterized protein	Gm16368
MOUSE	97491	P47239	Paired box protein Pax-7	Pax7
MOUSE	98512	P25976	Nucleolar transcription factor 1	Ubtf
MOUSE	1925836	Q497V5	S1 RNA-binding domain-containing protein 1	Srbd1
MOUSE	2448388	P10853	Histone H2B type 1-F/J/L	Hist1h2bf
MOUSE	2141183	Q2VPU4	MLX-interacting protein	Mlxip
MOUSE	3713490	K7N6P1	MCG119345	Rhox2h
MOUSE	96109	Q61670	H2.0-like homeobox protein	Hlx
MOUSE	2148924	Q9Z1Q5	Chloride intracellular channel protein 1	Clic1
MOUSE	1333813	Q9Z2E1	Methyl-CpG-binding domain protein 2	Mbd2
MOUSE	98363	P43267	Protein SOX-15	Sox15
MOUSE	1918963	Q9DC48	Pre-mRNA-processing factor 17	Cdc40
MOUSE	1347464	Q60987	Forkhead box protein G1	Foxg1
MOUSE	1916231	P57784	U2 small nuclear ribonucleoprotein A'	Snrpa1
MOUSE	1917477	G3X9T2	Protein Zfp619	Zfp619
MOUSE	1926179	Q9D2C6	DNA-directed RNA polymerase III subunit RPC8	Polr3h
MOUSE	2676586	Q70KY4	Forkhead box protein O6	Foxo6
MOUSE	2443699	Q3TIX6	Protein Fubp3	Fubp3
MOUSE	1919668	Q8R3N6	THO complex subunit 1	Thoc1
MOUSE	1930704	Q99PV5	Class E basic helix-loop-helix protein 41	Bhlhe41
MOUSE	102722	P48725	Pericentrin	Pcnt
MOUSE	1197522	P81067	Iroquois-class homeodomain protein IRX-3	Irx3
MOUSE	1338076	Q3UHF7	Transcription factor HIVEP2	Hivep2
MOUSE	1931520	Q923B1	Lariat debranching enzyme	Dbr1
MOUSE	1926153	Q91XU0	ATPase WRNIP1	Wrnip1
MOUSE	2448443	P62806	Histone H4	Hist1h4a
MOUSE	98282	P17433	Transcription factor PU.1	Spi1
MOUSE	2446242	Q7TQH0	Ataxin-2-like protein	Atxn2l
MOUSE	1277234	O70306	T-box transcription factor TBX15	Tbx15
MOUSE	2443935	Q8BP86	snRNA-activating protein complex subunit 4	Snapc4
MOUSE	2679722	Q9EPU4	Cleavage and polyadenylation specificity factor subunit 1	Cpsf1
MOUSE	1915274	Q6ZWY9	Histone H2B type 1-C/E/G	Hist1h2bc
MOUSE	2145597	Q8C181	Muscleblind-like protein 2	Mbnl2
MOUSE	96270	Q8BNV1	tRNA (uracil-5-)-methyltransferase homolog A	Trmt2a
MOUSE	101833	P41969	ETS domain-containing protein Elk-1	Elk1
MOUSE	2445217	B7ZMP1	Probable Xaa-Pro aminopeptidase 3	Xpnpep3
MOUSE	3528599	Q5GAN1	Angiogenin ribonuclease 5	Ang5
MOUSE	1924288	Q99K28	ADP-ribosylation factor GTPase-activating protein 2	Arfgap2
MOUSE	3779135	D3YU46	Uncharacterized protein	Gm10923
MOUSE	1859615	Q3U2S4	OTU domain-containing protein 5	Otud5
MOUSE	1928482	Q9JKP5	Muscleblind-like protein 1	Mbnl1
MOUSE	1924705	A2A7F4	Insulin-like 3	Rlf
MOUSE	2684996	E9PVD1	Coiled-coil domain-containing protein 62	Ccdc62
MOUSE	96182	P17919	Homeobox protein Hox-B1	Hoxb1
MOUSE	102673	P50481	LIM/homeobox protein Lhx3	Lhx3
MOUSE	107795	Q9Z204	Heterogeneous nuclear ribonucleoproteins C1/C2	Hnrnpc
MOUSE	108359	O35137	Homeobox protein aristaless-like 4	Alx4
MOUSE	104842	Q5SU73	Coilin	Coil
MOUSE	2663075	Q8R2V5	Arf-GAP with dual PH domain-containing protein 2	Adap2
MOUSE	2448413	Q64525	Histone H2B type 2-B	Hist2h2bb
MOUSE	97276	P12979	Myogenin	Myog
MOUSE	1917806	Q3TZX3	Solute carrier family 25 member 33	Slc25a33
MOUSE	2384799	Q8R0Z2	Ecto-NOX disulfide-thiol exchanger 2	Enox2
MOUSE	96195	Q08624	Homeobox protein Hox-C4	Hoxc4
MOUSE	1891409	Q8K557	One cut domain family member 3	Onecut3
MOUSE	1914192	Q8K363	ATP-dependent RNA helicase DDX18	Ddx18
MOUSE	1915298	Q9CZI9	Apoptosis-enhancing nuclease	Aen
MOUSE	2442284	Q3V0C1	Zinc finger matrin-type protein 1	Zmat1
MOUSE	3779631	J3QPI8	Uncharacterized protein	Gm6803
MOUSE	1914120	Q9CY58	Plasminogen activator inhibitor 1 RNA-binding protein	Serbp1
MOUSE	1203524	P97496	SWI/SNF complex subunit SMARCC1	Smarcc1
MOUSE	3646684	J3QNS9	Uncharacterized protein	Gm6489
MOUSE	107810	P40630	"Transcription factor A, mitochondrial"	Tfam
MOUSE	97492	Q00288	Paired box protein Pax-8	Pax8
MOUSE	2444210	Q3UV55	Nuclear receptor subfamily 1 group D member 1	Nr1d1
MOUSE	96113	P63158	High mobility group protein B1	Hmgb1
MOUSE	98505	P27889	Hepatocyte nuclear factor 1-beta	Hnf1b
MOUSE	3770277	A2ANE1	Protein Rhox3f	Rhox3f
MOUSE	103076	P48281	Vitamin D3 receptor	Vdr
MOUSE	101762	P41971	ETS domain-containing protein Elk-3	Elk3
MOUSE	1353498	Q8VEM8	"Phosphate carrier protein, mitochondrial"	Slc25a3
MOUSE	1914436	P99027	60S acidic ribosomal protein P2	Rplp2
MOUSE	109337	P97929	Breast cancer type 2 susceptibility protein homolog	Brca2
MOUSE	1347481	Q61850	Forkhead box protein C2	Foxc2
MOUSE	1920992	Q9ERG0	LIM domain and actin-binding protein 1	Lima1
MOUSE	3643774	Q497L1	Histone H2A	Gm5382
MOUSE	1926462	D3Z3N4	"MCG11326, isoform CRA_a"	Hnrnph3
MOUSE	2442998	Q8K088	Zinc finger and BTB domain-containing protein 6	Zbtb6
MOUSE	1201793	P97802	Angiogenin-3	Ang3
MOUSE	97429	Q8K469	2'-5'olygoadenylate synthetase 1G	Oas1g
MOUSE	2138982	Q8R151	NFX1-type zinc finger-containing protein 1	Znfx1
MOUSE	2651932	Q3U285	Ligand-dependent nuclear receptor corepressor-like protein	Lcorl
MOUSE	2180001	B1AVD2	Protein Xpnpep2	Xpnpep2
MOUSE	97490	P63015	Paired box protein Pax-6	Pax6
MOUSE	1933831	E9PUS2	Protein Btbd2	Btbd2
MOUSE	3641908	E9Q3T0	Uncharacterized protein	Gm10073
MOUSE	1920243	Q8K3H0	DCC-interacting protein 13-alpha	Appl1
MOUSE	1923723	B0QZW4	Protein Supt3 (Fragment)	Supt3
MOUSE	2442486	Q8BGP6	Solute carrier family 25 member 40	Slc25a40
MOUSE	1346018	Q9WTP9	Ventral anterior homeobox 2	Vax2
MOUSE	101776	P53776	LIM/homeobox protein Lhx4	Lhx4
MOUSE	88375	O35216	Histone H3-like centromeric protein A	Cenpa
MOUSE	1914689	Q9DCD2	Pre-mRNA-splicing factor SYF1	Xab2
MOUSE	1925901	P62313	U6 snRNA-associated Sm-like protein LSm6	Lsm6
MOUSE	104729	O08715	"A-kinase anchor protein 1, mitochondrial"	Akap1
MOUSE	96174	P31245	Homeobox protein Hox-A2	Hoxa2
MOUSE	1913393	Q9D1M4	Eukaryotic translation elongation factor 1 epsilon-1	Eef1e1
MOUSE	1914974	Q8K205	Blood vessel epicardial substance	Pop1
MOUSE	1916457	E9Q6E5	Protein Srsf11	Srsf11
MOUSE	3650385	A2BI73	Protein Gm14459	Gm14459
MOUSE	99783	P63006	LIM/homeobox protein Lhx1	Lhx1
MOUSE	2144766	Q6IS41	Solute carrier family 25 member 47	Slc25a47
MOUSE	2139258	Q91WS7	DEP domain-containing protein 7	Depdc7
MOUSE	3646219	J3QPH6	Uncharacterized protein	Gm8775
MOUSE	3643273	A2BFR3	Histone H2A	Gm4906
MOUSE	96198	P09025	Homeobox protein Hox-C8	Hoxc8
MOUSE	106417	Q8CGZ0	Calcium homeostasis endoplasmic reticulum protein	Cherp
MOUSE	1342335	Q9QWY8	"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1"	Asap1
MOUSE	1194883	O54751	Cone-rod homeobox protein	Crx
MOUSE	3057273	P60154	Inactive ribonuclease-like protein 9	Rnase9
MOUSE	1097682	P97461	40S ribosomal protein S5	Rps5
MOUSE	1923539	Q9D4H9	PHD finger protein 14	Phf14
MOUSE	2675292	Q66X03	"NACHT, LRR and PYD domains-containing protein 9A"	Nlrp9a
MOUSE	1343094	Q9JHD1	Histone acetyltransferase KAT2B	Kat2b
MOUSE	3646062	J3QPX5	Uncharacterized protein	Gm8888
MOUSE	1914533	Q9DAM5	Mitochondrial thiamine pyrophosphate carrier	Slc25a19
MOUSE	1328310	F8VPP8	Protein Zc3h7b	Zc3h7b
MOUSE	1859609	Q9JMD1	Scm-like with four MBT domains protein 1	Sfmbt1
MOUSE	1859610	Q56A08	G patch domain and KOW motifs-containing protein	Gpkow
MOUSE	1342274	Q9WVD5	Mitochondrial ornithine transporter 1	Slc25a15
MOUSE	1918952	Q6A068	Cell division cycle 5-like protein	Cdc5l
MOUSE	1342770	Q3UZ39	Leucine-rich repeat flightless-interacting protein 1	Lrrfip1
MOUSE	104602	Q8K2Z2	Pre-mRNA-processing factor 39	Prpf39
MOUSE	2136388	Q924H9	ATP-dependent RNA helicase DQX1	Dqx1
MOUSE	106330	Q6A0A2	La-related protein 4B	Larp4b
MOUSE	108086	O09106	Histone deacetylase 1	Hdac1
MOUSE	1315195	O35130	Ribosomal RNA small subunit methyltransferase NEP1	Emg1
MOUSE	1355331	Q9EQW6	Oligodendrocyte transcription factor 2	Olig2
MOUSE	1277978	O55128	Histone deacetylase complex subunit SAP18	Sap18
MOUSE	1352738	D3Z4R4	"NK6 transcription factor related, locus 2 (Drosophila)"	Nkx6-2
MOUSE	97495	P41778	Pre-B-cell leukemia transcription factor 1	Pbx1
MOUSE	1277166	O70494	Transcription factor Sp3	Sp3
MOUSE	1855690	Q62189	U1 small nuclear ribonucleoprotein A	Snrpa
MOUSE	1915526	Q9D2E2	Target of EGR1 protein 1	Toe1
MOUSE	1933735	Q8BGY2	Eukaryotic translation initiation factor 5A-2	Eif5a2
MOUSE	99835	O09113	Homeobox protein orthopedia	Otp
MOUSE	109198	P70445	Eukaryotic translation initiation factor 4E-binding protein 2	Eif4ebp2
MOUSE	1196256	Q6ZQ88	Lysine-specific histone demethylase 1A	Kdm1a
MOUSE	2387585	Q6P3Y5	Zinc finger protein 280C	Znf280c
MOUSE	1921076	Q8BG81	Polymerase delta-interacting protein 3	Poldip3
MOUSE	1915430	Q8R1F5	Putative hydroxypyruvate isomerase	Hyi
MOUSE	1349717	Q60974	Nuclear receptor corepressor 1	Ncor1
MOUSE	2146027	Q91YQ3	Cold shock domain-containing protein C2	Csdc2
MOUSE	1333780	Q9CZX8	40S ribosomal protein S19	Rps19
MOUSE	1345635	P60335	Poly(rC)-binding protein 1	Pcbp1
MOUSE	1913725	P62267	40S ribosomal protein S23	Rps23
MOUSE	109529	Q61103	Zinc finger protein ubi-d4	Dpf2
MOUSE	3645003	J3QMG5	Uncharacterized protein	Gm5786
MOUSE	3646958	G5E901	MCG50410	Gm5244
MOUSE	91842	P16381	Putative ATP-dependent RNA helicase Pl10	D1Pas1
MOUSE	1924096	Q6ZWN5	40S ribosomal protein S9	Rps9
MOUSE	1098779	Q9CPY4	Cyclin-dependent kinase 2-associated protein 2	Cdk2ap2
MOUSE	1919449	Q9D071	MMS19 nucleotide excision repair protein homolog	Mms19
MOUSE	1202709	O70372	Telomerase reverse transcriptase	Tert
MOUSE	1919742	Q8BKX6	Serine/threonine-protein kinase SMG1	Smg1
MOUSE	1923696	Q3U3T8	WD repeat-containing protein 62	Wdr62
MOUSE	3643873	J3QM43	Uncharacterized protein	Gm6594
MOUSE	108442	P70166	Cytoplasmic polyadenylation element-binding protein 1	Cpeb1
MOUSE	3645765	F6VBB8	MCG5732	Gm4978
MOUSE	1891839	Q9JJT9	Phosphorylated adapter RNA export protein	Phax
MOUSE	1278322	Q8C9X6	Enhancer of polycomb homolog 1	Epc1
MOUSE	1928394	Q9JLN9	Serine/threonine-protein kinase mTOR	Mtor
MOUSE	3649053	D3YTY6	Protein Gm6096	Gm6096
MOUSE	107167	Q64163	Transcription factor Dp-2	Tfdp2
MOUSE	1916944	Q6P8M1	Putative deoxyribonuclease TATDN1	Tatdn1
MOUSE	1920382	Q8C0K5	Graves disease carrier protein homolog	Slc25a16
MOUSE	98147	P62849	40S ribosomal protein S24	Rps24
MOUSE	1860191	Q9JIW4	DNA-directed DNA/RNA polymerase mu	Polm
MOUSE	101761	P52927	High mobility group protein HMGI-C	Hmga2
MOUSE	1333816	Q9CQN7	"39S ribosomal protein L41, mitochondrial"	Mrpl41
MOUSE	1342279	Q9WVE0	Single-stranded DNA cytosine deaminase	Aicda
MOUSE	3040672	P62751	60S ribosomal protein L23a	Rpl23a
MOUSE	108180	Q9CQ40	"39S ribosomal protein L49, mitochondrial"	Mrpl49
MOUSE	99829	Q08775	Runt-related transcription factor 2	Runx2
MOUSE	1919168	B2RVL6	Zinc finger CCHC domain-containing protein 24	Zcchc24
MOUSE	1196368	Q9CR86	Calcium-regulated heat stable protein 1	Carhsp1
MOUSE	1915018	Q6SKR2	"HemK methyltransferase family member 2, isoform CRA_c"	N6amt1
MOUSE	2145154	Q80X73	Protein pelota homolog	Pelo
MOUSE	107516	Q61169	Transcription factor GATA-6	Gata6
MOUSE	1915019	Q7TQC7	G patch domain-containing protein 2	Gpatch2
MOUSE	1923731	Q91VC3	Eukaryotic initiation factor 4A-III	Eif4a3
MOUSE	3646909	J3QPQ5	Protein Gm10264	Gm10264
MOUSE	107159	P43687	Homeobox protein HMX2	Hmx2
MOUSE	1917829	Q6NZF1	Zinc finger CCCH domain-containing protein 11A	Zc3h11a
MOUSE	893591	P70661	Neurogenin-3	Neurog3
MOUSE	95667	P82976	Homeobox protein GBX-1	Gbx1
MOUSE	1924909	Q922G0	Solute carrier family 25 member 36	Slc25a36
MOUSE	2445415	Q8BG99	Homeobox protein PKNOX2	Pknox2
MOUSE	2447762	Q3TUF7	YEATS domain-containing protein 2	Yeats2
MOUSE	105044	Q62187	Transcription termination factor 1	Ttf1
MOUSE	1353496	P51881	ADP/ATP translocase 2	Slc25a5
MOUSE	2670992	E9PZ11	Protein Zfp651	Zfp651
