species	MGI	UniProtKB	gene	ID
MOUSE	2444453	Q8C033	Rho guanine nucleotide exchange factor 10	Arhgef10
MOUSE	1196620	O35453	Serine protease hepsin	Hpn
MOUSE	3643404	E9Q1B3	Uncharacterized protein	Gm7275
MOUSE	2686594	Q8BIK6	Transmembrane protease serine 7	Tmprss7
MOUSE	1349391	Q9QUL7	Tryptase gamma	Tpsg1
MOUSE	3664583	Q0V8T8	Contactin-associated protein like 5-2	Cntnap5b
MOUSE	1928849	A2AVA0	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"	Svep1
MOUSE	2388648	Q8CE33	Kelch-like protein 11	Klhl11
MOUSE	3646222	Q792Y9	MCG140783	Gm5771
MOUSE	1933148	Q99LJ2	Ankyrin repeat and BTB/POZ domain-containing protein 1	Abtb1
MOUSE	2442875	P59509	A disintegrin and metalloproteinase with thrombospondin motifs 19	Adamts19
MOUSE	1918448	Q9CUB6	OTU domain-containing protein 1	Otud1
MOUSE	1890440	P58321	Ubiquitin carboxyl-terminal hydrolase isozyme L4	Uchl4
MOUSE	1918984	Q8BGF7	PAB-dependent poly(A)-specific ribonuclease subunit PAN2	Pan2
MOUSE	88264	O08529	Calpain-2 catalytic subunit	Capn2
MOUSE	1923076	Q91ZX6	Sentrin-specific protease 2	Senp2
MOUSE	2682935	Q5U405	Transmembrane protease serine 13	Tmprss13
MOUSE	1921824	Q2KHK3	Aminopeptidase Q	Aqpep
MOUSE	2152389	Q920Q8	Influenza virus NS1A-binding protein homolog	Ivns1abp
MOUSE	1918253	Q920S2	Serine protease 41	Prss41
MOUSE	103566	Q61003	T-cell differentiation antigen CD6	Cd6
MOUSE	1860262	Q91ZF2	Cathepsin 7	Cts7
MOUSE	1270856	O70169	Inactive serine protease 39	Prss39
MOUSE	1931465	Q9EPB4	Apoptosis-associated speck-like protein containing a CARD	Pycard
MOUSE	2180003	Q6P1B1	Xaa-Pro aminopeptidase 1	Xpnpep1
MOUSE	1916703	F2YMG0	Serine protease 56	Prss56
MOUSE	2384902	Q8VCT3	Aminopeptidase B	Rnpep
MOUSE	2442600	Q4VC17	A disintegrin and metalloproteinase with thrombospondin motifs 18	Adamts18
MOUSE	97551	P10820	Perforin-1	Prf1
MOUSE	1922874	Q8BP48	Methionine aminopeptidase 1	Metap1
MOUSE	1922258	Q80UB0	Testin-2	unassigned
MOUSE	109249	P97857	A disintegrin and metalloproteinase with thrombospondin motifs 1	Adamts1
MOUSE	1330838	O89017	Legumain	Lgmn
MOUSE	106645	P16406	Glutamyl aminopeptidase	Enpep
MOUSE	2442939	Q8C165	Probable carboxypeptidase PM20D1	Pm20d1
MOUSE	3646305	Q6IE25	Putative caspase-16	Casp16
MOUSE	2685095	Q3UKY7	Serine protease 38	Prss38
MOUSE	1925808	Q9D236	Serine protease HTRA3	Htra3
MOUSE	5141890	E9Q035	Protein Gm20425	Gm20425
MOUSE	1914386	Q8R179	Kelch repeat and BTB domain-containing protein 4	Kbtbd4
MOUSE	1918243	Q7M756	Inactive serine protease 54	Prss54
MOUSE	2444661	Q8BGE4	Protein 4933426M11Rik	4933426M11Rik
MOUSE	3588199	E9PY62	Protein Cntnap3	Cntnap3
MOUSE	1929701	O08663	Methionine aminopeptidase 2	Metap2
MOUSE	1859281	Q9R098	Hepatocyte growth factor activator	Hgfac
MOUSE	2387181	Q8CII0	Zinc finger and BTB domain-containing protein 8B	Zbtb8b
MOUSE	102757	Q9R0T7	MCG15085	Try4
MOUSE	88266	O88456	Calpain small subunit 1	Capns1
MOUSE	1921392	Q8CGK3	"Lon protease homolog, mitochondrial"	Lonp1
MOUSE	1196378	Q8K0D2	Hyaluronan-binding protein 2	Habp2
MOUSE	1913802	Q9JJF9	Signal peptide peptidase-like 2A	Sppl2a
MOUSE	1920897	Q9D805	Calpain-9	Capn9
MOUSE	1922471	Q99KK7	Dipeptidyl peptidase 3	Dpp3
MOUSE	109265	P08884	Granzyme E	Gzme
MOUSE	3643623	Q0V8T9	Contactin-associated protein like 5-1	Cntnap5a
MOUSE	1914719	Q9DBL9	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	Abhd5
MOUSE	1914823	Q924C6	Lysyl oxidase homolog 4	Loxl4
MOUSE	1351651	O88967	ATP-dependent zinc metalloprotease YME1L1	Yme1l1
MOUSE	1920468	Q3TD49	Signal peptide peptidase-like 2B	Sppl2b
MOUSE	2384311	Q8K093	Thyrotropin-releasing hormone-degrading ectoenzyme	Trhde
MOUSE	1920632	Q9D9M0	Serine protease 52	Prss52
MOUSE	109266	P11032	Granzyme A	Gzma
MOUSE	109325	P70375	Coagulation factor VII	F7
MOUSE	1923953	B2RS76	Carboxypeptidase B1 (Tissue)	Cpb1
MOUSE	3687012	Q792Z1	MCG140784	Try10
MOUSE	1913764	Q8C0M9	Isoaspartyl peptidase/L-asparaginase	Asrgl1
MOUSE	102724	Q64514	Tripeptidyl-peptidase 2	Tpp2
MOUSE	1929977	Q9QYN3	Kallikrein-11	Klk11
MOUSE	1913496	Q8BWU5	Probable tRNA N6-adenosine threonylcarbamoyltransferase	Osgep
MOUSE	894684	P50580	Proliferation-associated protein 2G4	Pa2g4
MOUSE	88229	P08607	C4b-binding protein	C4bpa
MOUSE	2385221	Q8VHK8	Transmembrane protease serine 11D	Tmprss11d
MOUSE	1889619	Q9ET52	Cathepsin 6	Cts6
MOUSE	3027902	Q717B2	TD and POZ domain-containing protein 2	Tdpoz2
MOUSE	1353645	Q9QYZ9	Serine protease 30	Prss30
MOUSE	1329035	Q9Z0L8	Gamma-glutamyl hydrolase	Ggh
MOUSE	2443596	Q6NXL6	Sentrin-specific protease 5	Senp5
MOUSE	1100517	Q60649	Caseinolytic peptidase B protein homolog	Clpb
MOUSE	88561	P10605	Cathepsin B	Ctsb
MOUSE	1298232	O35205	Granzyme K	Gzmk
MOUSE	2447533	Q8CGR4	Kallikrein related-peptidase 15	Klk15
MOUSE	2444736	Q8BMN4	Leishmanolysin-like peptidase	Lmln
MOUSE	3045348	Q5U901	Carboxypeptidase A6	Cpa6
MOUSE	106206	P97333	Neuropilin-1	Nrp1
MOUSE	1096362	E9Q7X7	Protein Nrxn2	Nrxn2
MOUSE	1914170	G5E872	Protein Rnpepl1	Rnpepl1
MOUSE	1913277	Q8C7D2	Protein cereblon	Crbn
MOUSE	88489	P19070	Complement receptor type 2	Cr2
MOUSE	1100850	O35646	Calpain-6	Capn6
MOUSE	1914940	Q9DAA4	Probable inactive serine protease 37	Prss37
MOUSE	1919041	Q6P8K8	Carboxypeptidase A4	Cpa4
MOUSE	98909	Q9D7R7	Gastricsin	Pgc
MOUSE	1916320	E9PUN6	Protein Adamts9	Adamts9
MOUSE	1920586	Q402U7	Serine protease 44	Prss44
MOUSE	2151929	Q91ZD5	Cathepsin-3 (Precursor)	Cts3
MOUSE	107700	P70343	Caspase-4	Casp4
MOUSE	88235	D3YXF5	Oxidation resistance protein 1	C7
MOUSE	1926006	Q9D2L5	Inactive carboxypeptidase-like protein X2	Cpxm2
MOUSE	1918537	Q9D3S9	Probable serine carboxypeptidase CPVL	Cpvl
MOUSE	1914623	Q9CPN9	Protein 2210010C04Rik	2210010C04Rik
MOUSE	3026623	Q8K2J9	BTB/POZ domain-containing protein 6	Btbd6
MOUSE	3651647	A2A9U8	"Elastase 3, pancreatic"	Gm13011
MOUSE	2179276	P58873	Rhomboid-related protein 3	Rhbdl3
MOUSE	2442893	Q14C59	Transmembrane protease serine 11B-like protein	Tmprss11bnl
MOUSE	96940	P21812	Mast cell protease 4	Mcpt4
MOUSE	1101357	Q4PZA2	Endothelin-converting enzyme 1	Ece1
MOUSE	1928277	Q920A7	AFG3-like protein 1	Afg3l1
MOUSE	1916698	Q9JHJ7	Testisin	Prss21
MOUSE	107361	P70269	Cathepsin E	Ctse
MOUSE	1194491	O35164	Mast cell protease 9	Mcpt9
MOUSE	1890404	Q9EPB5	Serine hydrolase-like protein	Serhl
MOUSE	1861379	Q9Z0M1	Enamel matrix serine proteinase 1 (Precursor)	Klk4
MOUSE	97320	P00757	Kallikrein 1-related peptidase-like b4	Klk1b4
MOUSE	97513	P23188	Furin	Furin
MOUSE	1334419	Q9QWK4	CD5 antigen-like	Cd5l
MOUSE	2447303	Q8BLH5	Probable threonine protease PRSS50	Prss50
MOUSE	105937	Q61129	Complement factor I	Cfi
MOUSE	1924117	Q8BHC7	Rhomboid-related protein 4	Rhbdd1
MOUSE	2387123	Q8C129	Leucyl-cystinyl aminopeptidase	Lnpep
MOUSE	2158736	Q9EP97	Sentrin-specific protease 3	Senp3
MOUSE	1891433	Q9CUS9	Signal peptide peptidase-like 3	Sppl3
MOUSE	94921	Q9Z218	Dipeptidyl aminopeptidase-like protein 6	Dpp6
MOUSE	109254	P08883	Granzyme F	Gzmf
MOUSE	2672033	Q3UTY6	Thrombospondin type-1 domain-containing protein 4	Thsd4
MOUSE	1101358	Q11011	Puromycin-sensitive aminopeptidase	Npepps
MOUSE	1891190	Q9WUU7	Cathepsin Z	Ctsz
MOUSE	1921638	Q80YA7	Dipeptidyl peptidase 8	Dpp8
MOUSE	891980	Q9JM71	Kallikrein 1-related peptidase b27	Klk1b27
MOUSE	3779616	F6URP1	Protein Gm6619 (Fragment)	Gm6619
MOUSE	2444506	Q8CHX6	Membrane-bound transcription factor site-2 protease	Mbtps2
MOUSE	2685214	Q6PAQ9	Transmembrane gamma-carboxyglutamic acid protein 3	Prrg3
MOUSE	98419	Q6P069	Sorcin	Sri
MOUSE	2386403	Q80T79	CUB and sushi domain-containing protein 3	Csmd3
MOUSE	1921257	Q6GQW0	Ankyrin repeat and BTB/POZ domain-containing protein BTBD11	Btbd11
MOUSE	88426	Q91VB1	"Chymase 2, mast cell"	Cma2
MOUSE	1860440	Q9JL18	Beta-secretase 2	Bace2
MOUSE	88382	O88783	Coagulation factor V	F5
MOUSE	2137913	P58022	Lysyl oxidase homolog 2	Loxl2
MOUSE	1916625	Q8C726	BTB/POZ domain-containing protein 9	Btbd9
MOUSE	107265	O89001	Carboxypeptidase D	Cpd
MOUSE	1920356	Q14B24	Serine protease 57	Prss57
MOUSE	96211	Q61646	Haptoglobin	Hp
MOUSE	1861723	Q9JIA9	Cathepsin R	Ctsr
MOUSE	2685446	D3YY21	Protein Nuggc	Nuggc
MOUSE	97308	Q07279	Transcription factor NF-E2 45 kDa subunit	Nfe2
MOUSE	1891369	Q9ER56	Calpain-12	Capn12
MOUSE	3045353	E9Q287	Protein Adamts3	Adamts3
MOUSE	102759	P07146	Anionic trypsin-2	Prss2
MOUSE	892023	P15946	Kallikrein 1-related peptidase b11	Klk1b11
MOUSE	97322	P00756	Kallikrein 1-related peptidase b3	Klk1b3
MOUSE	1919003	Q9DBI0	Transmembrane protease serine 6	Tmprss6
MOUSE	3644269	Q8CFG8	Complement C1s-B subcomponent	C1sb
MOUSE	1923810	Q9ESD1	Prostasin	Prss8
MOUSE	97610	P11214	Tissue-type plasminogen activator	Plat
MOUSE	2385155	P58545	BTB/POZ domain-containing protein 3	Btbd3
MOUSE	1933407	Q9ER04	Transmembrane protease serine 5	Tmprss5
MOUSE	1913385	Q99JP7	Gamma-glutamyltransferase 7	Ggt7
MOUSE	1349426	Q9R014	Cathepsin J	Ctsj
MOUSE	88564	P06797	Cathepsin L1	Ctsl
MOUSE	1098801	B2RRE7	OTU domain-containing protein 4	Otud4
MOUSE	1925044	Q7TSK7	ADAMTS-like protein 2	Adamtsl2
MOUSE	97542	Q11136	Xaa-Pro dipeptidase	Pepd
MOUSE	1921082	Q32M27	Kallikrein 1-related peptidase b9	Klk9
MOUSE	3606211	Q8BV57	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	Ssc5d
MOUSE	1919079	Q9DAF3	Protein DDI1 homolog 1	Ddi1
MOUSE	3646434	E9Q8B5	Protein Gm4788	Gm4788
MOUSE	88379	Q07968	Coagulation factor XIII B chain	F13b
