species	MGI	UniProtKB	gene	ID
MOUSE	2685370	Q8C5Z9	Protein 4930504O13Rik	4930504O13Rik
MOUSE	1916042	Q8R054	Sushi repeat-containing protein SRPX2	Srpx2
MOUSE	1918294	Q5U452	MCG14616	2810408M09Rik
MOUSE	88054	Q05020	Apolipoprotein C-II	Apoc2
MOUSE	3615275	Q8CGR6	Epidermal growth factor-binding protein type B	Klk13
MOUSE	1919363	Q9D0L4	Uncharacterized aarF domain-containing protein kinase 1	Adck1
MOUSE	2387586	Q8CGB6	Tensin-like C1 domain-containing phosphatase	Tenc1
MOUSE	1858497	Q9EQS9	Immunoglobulin superfamily DCC subclass member 4	Igdcc4
MOUSE	109283	P12815	Programmed cell death protein 6	Pdcd6
MOUSE	1930803	Q9JKL5	Calcineurin B homologous protein 3	Tesc
MOUSE	1333797	O54689	C-C chemokine receptor type 6	Ccr6
MOUSE	107823	P55097	Cathepsin K	Ctsk
MOUSE	97282	O35136	Neural cell adhesion molecule 2	Ncam2
MOUSE	2685956	Q0Q237	Beta-galactosidase	Gm1110
MOUSE	1313269	Q9Z0L3	Otoconin-90	Oc90
MOUSE	1277101	Q9D3J5	Ankyrin repeat domain-containing protein 22	Ankrd22
MOUSE	1277152	Q5XJY4	"Presenilins-associated rhomboid-like protein, mitochondrial"	Parl
MOUSE	1355312	Q8CG14	Complement C1s-A subcomponent	C1sa
MOUSE	107489	P70669	Metalloendopeptidase homolog PEX	Phex
MOUSE	2685880	Q8BM81	Arylacetamide deacetylase-like 4	Aadacl4
MOUSE	3027905	Q6YCH1	TD and POZ domain-containing protein 5	Tdpoz5
MOUSE	1201793	P97802	Angiogenin-3	Ang3
MOUSE	2448704	Q8K4H1	Kynurenine formamidase	Afmid
MOUSE	1858201	O54991	Contactin-associated protein 1	Cntnap1
MOUSE	2138982	Q8R151	NFX1-type zinc finger-containing protein 1	Znfx1
MOUSE	95485	P19096	Fatty acid synthase	Fasn
MOUSE	2685281	A2A7Z8	Arylacetamide deacetylase-like 3	Aadacl3
MOUSE	2180001	B1AVD2	Protein Xpnpep2	Xpnpep2
MOUSE	1916297	A7L9Z8	Calcium-transporting ATPase type 2C member 2	Atp2c2
MOUSE	1933831	E9PUS2	Protein Btbd2	Btbd2
MOUSE	1891693	Q9Z2C9	Myotubularin-related protein 7	Mtmr7
MOUSE	1261437	Q91VR2	"ATP synthase subunit gamma, mitochondrial"	Atp5c1
MOUSE	96820	P11152	Lipoprotein lipase	Lpl
MOUSE	1914306	Q9JJG9	Nitric oxide-associated protein 1	Noa1
MOUSE	96837	P08071	Lactotransferrin	Ltf
MOUSE	109253	P13366	Granzyme G	Gzmg
MOUSE	1916555	Q9DAR7	m7GpppX diphosphatase	Dcps
MOUSE	97515	Q04592	Proprotein convertase subtilisin/kexin type 5	Pcsk5
MOUSE	2149952	Q99MS4	Serine protease 29	Prss29
MOUSE	1194899	Q8C5L6	Inositol polyphosphate 5-phosphatase K	Inpp5k
MOUSE	2683547	Q4KWH5	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1"	Plch1
MOUSE	3057273	P60154	Inactive ribonuclease-like protein 9	Rnase9
MOUSE	3645677	Q3UT66	Protein Gm4858	Gm4858
MOUSE	1321161	P62715	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	Ppp2cb
MOUSE	1197012	Q640N1	Adipocyte enhancer-binding protein 1	Aebp1
MOUSE	1915120	Q8BGB7	Enolase-phosphatase E1	Enoph1
MOUSE	104898	Q8C0L9	Glycerophosphocholine phosphodiesterase GPCPD1	Gpcpd1
MOUSE	2668347	Q8K182	Complement component C8 alpha chain	C8a
MOUSE	1913321	Q9DCM0	"Persulfide dioxygenase ETHE1, mitochondrial"	Ethe1
MOUSE	97899	P00796	Renin-2	Ren2
MOUSE	2149728	Q91UZ5	Inositol monophosphatase 2	Impa2
MOUSE	1935121	Q6P1D5	Seizure 6-like protein	Sez6l
MOUSE	1920629	Q91ZV3	"Discoidin, CUB and LCCL domain-containing protein 2"	Dcbld2
MOUSE	3588195	E9Q4D1	Protein Adamts17	Adamts17
MOUSE	108086	O09106	Histone deacetylase 1	Hdac1
MOUSE	1915866	Q99LY2	Glycerophosphodiester phosphodiesterase domain-containing protein 3	Gdpd3
MOUSE	2685789	Q3UW68	Calpain-13	Capn13
MOUSE	1924076	Q9CWD8	Iron-sulfur protein NUBPL	Nubpl
MOUSE	1100864	E9Q7N9	Protein Dnah11	Dnah11
MOUSE	1349477	Q9WUR0	Protein Tinag	Tinag
MOUSE	3779495	W4VSP6	MCG67716	Gm5538
MOUSE	2682303	Q80W26	Protein Chil6	Chil6
MOUSE	87881	Q9D358	Low molecular weight phosphotyrosine protein phosphatase	Acp1
MOUSE	1201671	Q9D2G5	Synaptojanin-2	Synj2
MOUSE	104581	P29387	Guanine nucleotide-binding protein subunit beta-4	Gnb4
MOUSE	2388283	Q3UPY5	Beta-galactosidase-1-like protein 2	Glb1l2
MOUSE	1339962	Q91XD4	Formimidoyltransferase-cyclodeaminase	Ftcd
MOUSE	2684822	Q76HL1	Protein Prss43	Prss43
MOUSE	2443978	Q8JZV7	Putative N-acetylglucosamine-6-phosphate deacetylase	Amdhd2
MOUSE	2442348	Q8BHM9	Transmembrane protease serine 11F	Tmprss11f
MOUSE	1924291	Q9D2L1	Arylsulfatase K	Arsk
MOUSE	1859664	A2ANX3	Protein Atp8b4	Atp8b4
MOUSE	3027903	Q717B4	TD and POZ domain-containing protein 3	Tdpoz3
MOUSE	99701	P30306	M-phase inducer phosphatase 2	Cdc25b
MOUSE	2138351	Q8BH32	Sushi domain-containing protein 4	Susd4
MOUSE	1916867	Q8K411	"Presequence protease, mitochondrial"	Pitrm1
MOUSE	1344406	Q62136	Tyrosine-protein phosphatase non-receptor type 21	Ptpn21
MOUSE	107341	O70370	Cathepsin S	Ctss
MOUSE	1924809	F8VPN4	Protein Agl	Agl
MOUSE	2685936	Q0VBU9	Phosphatidate phosphatase PPAPDC1A	Ppapdc1a
MOUSE	107739	P70677	Caspase-3	Casp3
MOUSE	1923696	Q3U3T8	WD repeat-containing protein 62	Wdr62
MOUSE	1859665	Q148W0	Probable phospholipid-transporting ATPase IC	Atp8b1
MOUSE	1915243	Q9DCN1	Peroxisomal NADH pyrophosphatase NUDT12	Nudt12
MOUSE	88476	Q61147	Ceruloplasmin	Cp
MOUSE	1341098	Q91Z98	Chitinase-like protein 4	Chil4
MOUSE	96836	P24527	Leukotriene A-4 hydrolase	Lta4h
MOUSE	3779804	Q8CFG9	Complement C1r-B subcomponent	C1rb
MOUSE	1203495	B5THE2	Maltase-glucoamylase	Mgam
MOUSE	1917271	Q91X76	5'-nucleotidase domain containing 2	Nt5dc2
MOUSE	1915118	Q9CQ52	Chymotrypsin-like elastase family member 3B	Cela3b
MOUSE	1346336	Q91VE3	Kallikrein-7	Klk7
MOUSE	1342279	Q9WVE0	Single-stranded DNA cytosine deaminase	Aicda
MOUSE	95432	Q64176	Carboxylesterase 1E	Ces1e
MOUSE	1921718	Q812F3	Hyaluronidase	Hyal5
MOUSE	2386401	V9GX34	Protein Csmd2 (Fragment)	Csmd2
MOUSE	2444058	Q8BZ10	Transmembrane protease serine 11G	Tmprss11g
MOUSE	2139883	E9Q8X5	Protein Zbtb10	Zbtb10
MOUSE	1343327	Q61955	Kallikrein-8	Klk8
MOUSE	88383	Q06194	Coagulation factor VIII	F8
MOUSE	88380	P19221	Prothrombin	F2
MOUSE	1339949	Q8BNJ2	A disintegrin and metalloproteinase with thrombospondin motifs 4	Adamts4
MOUSE	107876	Q9CZ13	"Cytochrome b-c1 complex subunit 1, mitochondrial"	Uqcrc1
MOUSE	95293	P15949	Kallikrein 1-related peptidase b9	Klk1b9
MOUSE	1341796	Q9WVF6	Group IID secretory phospholipase A2	Pla2g2d
MOUSE	88175	Q8K2I4	Beta-mannosidase	Manba
MOUSE	107170	P29352	Tyrosine-protein phosphatase non-receptor type 22	Ptpn22
MOUSE	1891884	Q9JHR9	Nuclear receptor-interacting protein 2	Nrip2
MOUSE	87983	P09242	"Alkaline phosphatase, tissue-nonspecific isozyme"	Alpl
MOUSE	2448547	Q6PDB7	"MCG142671, isoform CRA_b"	Ces2b
MOUSE	107384	P39053	Dynamin-1	Dnm1
MOUSE	1919141	Q8BMD5	Cytidine and dCMP deaminase domain-containing protein 1	Cdadc1
MOUSE	107793	P97427	Dihydropyrimidinase-related protein 1	Crmp1
MOUSE	88113	Q64436	Potassium-transporting ATPase alpha chain 1	Atp4a
MOUSE	1933403	Q9EQH2	Endoplasmic reticulum aminopeptidase 1	Erap1
MOUSE	2140726	Q8C3X4	"Translation factor Guf1, mitochondrial"	Guf1
MOUSE	1917275	Q91V12	Cytosolic acyl coenzyme A thioester hydrolase	Acot7
MOUSE	2679274	Q80V03	Uncharacterized aarF domain-containing protein kinase 5	Adck5
MOUSE	1914676	Q60936	"Chaperone activity of bc1 complex-like, mitochondrial"	Adck3
MOUSE	1923686	Q8BFR5	"Elongation factor Tu, mitochondrial"	Tufm
MOUSE	1913454	P56376	Acylphosphatase-1	Acyp1
MOUSE	2135611	Q8BPT6	Mitochondrial inner membrane protease subunit 2	Immp2l
MOUSE	1929772	Q9EQF6	Dihydropyrimidinase-related protein 5	Dpysl5
MOUSE	103297	Q64446	Copper-transporting ATPase 2	Atp7b
MOUSE	2445054	P59110	Sentrin-specific protease 1	Senp1
MOUSE	1915271	Q8R164	Valacyclovir hydrolase	Bphl
MOUSE	1916959	D3Z4S3	Putative peptidyl-tRNA hydrolase PTRHD1	Ptrhd1
MOUSE	1926230	Q9JLT2	Trehalase	Treh
MOUSE	2150656	Q8BRK9	Alpha-mannosidase 2x	Man2a2
MOUSE	1929293	Q9Z309	Calcium and integrin-binding family member 2	Cib2
MOUSE	2686228	Q6IE26	Epoxide hydrolase 4	Ephx4
MOUSE	1924107	Q2M2N2	Speckle-type POZ protein-like	Spopl
MOUSE	2144837	Q6PB44	Tyrosine-protein phosphatase non-receptor type 23	Ptpn23
MOUSE	2660628	P59511	A disintegrin and metalloproteinase with thrombospondin motifs 20	Adamts20
MOUSE	1917728	A6H611	Mitochondrial intermediate peptidase	Mipep
MOUSE	1920102	Q8BL86	Metallo-beta-lactamase domain-containing protein 2	Mblac2
MOUSE	98839	Q9Z1R9	MCG124046	Prss1
MOUSE	1922269	Q9D5A9	Inactive ribonuclease-like protein 10	Rnase10
MOUSE	96080	P26928	Hepatocyte growth factor-like protein	Mst1
MOUSE	1350916	Q8VDK1	Nitrilase homolog 1	Nit1
MOUSE	88115	Q03265	"ATP synthase subunit alpha, mitochondrial"	Atp5a1
MOUSE	88110	O55143	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Atp2a2
MOUSE	109280	P53368	"7,8-dihydro-8-oxoguanine triphosphatase"	Nudt1
MOUSE	1918457	Q8R2U6	Diphosphoinositol polyphosphate phosphohydrolase 2	Nudt4
MOUSE	1341803	Q9WVG5	Endothelial lipase	Lipg
MOUSE	1918645	Q8BZE1	Putative DMBT1-like protein	unassigned
MOUSE	101845	P25206	DNA replication licensing factor MCM3	Mcm3
MOUSE	1924034	Q91YJ5	"Translation initiation factor IF-2, mitochondrial"	Mtif2
MOUSE	892018	P07628	Kallikrein 1-related peptidase b8	Klk1b8
MOUSE	104871	P62141	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	Ppp1cb
MOUSE	1914093	Q9JMF7	Dolichyldiphosphatase 1	Dolpp1
MOUSE	2685354	E9PZ19	Protein Igsf9b	Igsf9b
MOUSE	3046414	Q6HA09	Astacin-like metalloendopeptidase	Astl
MOUSE	1918274	B0QZF7	Protein PROCA1	Proca1
MOUSE	1277098	Q9D658	Protein tyrosine phosphatase type IVA 3	Ptp4a3
MOUSE	1096344	O08739	AMP deaminase 3	Ampd3
MOUSE	1925843	Q9JJR9	Nuclear receptor-interacting protein 3	Nrip3
MOUSE	1100859	O08688	Calpain-5	Capn5
MOUSE	1201386	Q8BHG1	Nardilysin	Nrd1
MOUSE	2144822	A0JNU3	60 kDa lysophospholipase	Aspg
MOUSE	1918039	Q9CXF0	Kynureninase	Kynu
MOUSE	88385	P06909	Complement factor H	Cfh
MOUSE	3045259	E9Q9W1	Protein 4930432E11Rik	4930432E11Rik
MOUSE	1918397	Q9D404	"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	Oxsm
MOUSE	1917601	Q8K2V1	Serine/threonine-protein phosphatase 4 regulatory subunit 1	Ppp4r1
MOUSE	2151118	Q9JI20	Double-stranded RNA-specific editase B2	Adarb2
MOUSE	2679259	Q8BM14	Lipase member K	Lipk
MOUSE	2451097	Q8BUG2	Beta-Ala-His dipeptidase	Cndp1
MOUSE	104850	Q61475	"Complement decay-accelerating factor, GPI-anchored"	Cd55
MOUSE	2158340	Q6P3E7	Histone deacetylase 10	Hdac10
MOUSE	3521861	Q1JRP2	Neurobin	Tmprss11c
MOUSE	2384877	Q8VCA5	Transmembrane protease serine 4	Tmprss4
MOUSE	3036260	A2RT60	Serine protease HTRA4	Htra4
MOUSE	1918642	F7D4R8	Protein 5430401F13Rik (Fragment)	5430401F13Rik
MOUSE	1889575	Q99MU3	Double-stranded RNA-specific adenosine deaminase	Adar
MOUSE	1890464	Q923L6	Eosinophil-associated ribonuclease 10	Ear10
MOUSE	1924139	Q566J8	AarF domain-containing protein kinase 4	Adck4
MOUSE	2148202	Q8VCT4	Carboxylesterase 1D	Ces1d
MOUSE	1918893	Q0VGT4	Uncharacterized protein C4orf21 homolog	unassigned
MOUSE	102897	F6XJP7	Protein Pcsk6	Pcsk6
MOUSE	1101771	O35082	Klotho	Kl
MOUSE	87931	P03953	Complement factor D	Cfd
MOUSE	1335093	Q9Z176	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit delta	Ppp2r3d
MOUSE	2385295	Q4V9Z5	Seizure 6-like protein 2	Sez6l2
MOUSE	1913809	Q9CPW9	"Methionine aminopeptidase 1D, mitochondrial"	Metap1d
MOUSE	1346063	Q9Z2A9	Gamma-glutamyltransferase 5	Ggt5
MOUSE	1914615	Q9D5U5	Pseudouridine-5'-monophosphatase	Hdhd1
MOUSE	97831	Q9D819	Inorganic pyrophosphatase	Ppa1
MOUSE	1930773	Q69ZP3	Probable hydrolase PNKD	Pnkd
MOUSE	1338881	P56677	Suppressor of tumorigenicity 14 protein homolog	St14
MOUSE	1313275	O35980	Endonuclease III-like protein 1	Nthl1
MOUSE	1321159	P63330	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	Ppp2ca
MOUSE	97614	Q8R3B1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1"	Plcd1
MOUSE	87984	P24822	Intestinal-type alkaline phosphatase	Iap
MOUSE	2450123	Q8BJR6	Serine protease 27	Prss27
MOUSE	1354723	Q3TRM4	Neuropathy target esterase	Pnpla6
MOUSE	2670959	Q32KI9	Arylsulfatase I	Arsi
MOUSE	1921585	Q9CXE6	DNA repair protein XRCC3	Xrcc3
MOUSE	1923951	Q3SYP2	Chymotrypsin-C	Ctrc
MOUSE	2388479	Q6PD03	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	Ppp2r5a
MOUSE	109629	Q9R1Q9	V-type proton ATPase subunit S1	Atp6ap1
MOUSE	2442042	Q8C255	Dipeptidase 2	Dpep2
MOUSE	97722	Q6P8U6	Pancreatic triacylglycerol lipase	Pnlip
MOUSE	1924863	Q5K2P8	Polyserase-2	Prss36
MOUSE	2442596	Q8CB27	Ubiquitin thioesterase OTU1	Yod1
MOUSE	108420	Q60795	Nuclear factor erythroid 2-related factor 2	Nfe2l2
MOUSE	1916885	Q80YE7	Death-associated protein kinase 1	Dapk1
MOUSE	1916139	Q8R1K1	Ubiquitin-associated domain-containing protein 2	Ubac2
MOUSE	1922862	Q8BFR4	N-acetylglucosamine-6-sulfatase	Gns
MOUSE	1913440	Q9D099	Alkaline ceramidase 3	Acer3
MOUSE	2677838	A2AJ76	Hemicentin-2	Hmcn2
MOUSE	2442409	Q6NXK7	Inactive dipeptidyl peptidase 10	Dpp10
MOUSE	3643798	J3QPI0	Protein Gm8298	Gm8298
MOUSE	88478	Q7TPZ8	Carboxypeptidase A1	Cpa1
MOUSE	3648919	E9PYP1	Protein Ces1a	Ces1a
MOUSE	109335	P48794	Hyaluronidase PH-20	Spam1
MOUSE	1923236	A2AS89	"Agmatinase, mitochondrial"	Agmat
MOUSE	1915918	Q9D140	Kallikrein 1-related peptidase b5	Klk5
MOUSE	3643869	L7N229	Protein Gm4778	Gm4778
MOUSE	1916824	Q8R1G2	Carboxymethylenebutenolidase homolog	Cmbl
MOUSE	108009	P24823	"Alkaline phosphatase, placental-like"	Alppl2
MOUSE	98926	P29533	Vascular cell adhesion protein 1	Vcam1
MOUSE	1917364	A2BFE8	Protein Prrg1	Prrg1
MOUSE	1917452	Q3ULP7	Protein Ctsll3	Ctsll3
MOUSE	1919025	Q9DBD0	Inhibitor of carbonic anhydrase	Ica
MOUSE	2652890	Q571E5	Serine protease 53	Prss53
MOUSE	1917016	Q7TMJ8	Phosphoinositide-3-kinase-interacting protein 1	Pik3ip1
MOUSE	95482	P35505	Fumarylacetoacetase	Fah
MOUSE	1932052	Q91XA9	Acidic mammalian chitinase	Chia
MOUSE	1202295	Q3U0P5	"Ectonucleoside triphosphate diphosphohydrolase 6, isoform CRA_a"	Entpd6
MOUSE	109365	O09043	Napsin-A	Napsa
MOUSE	1934582	Q9EQ16	C-X-C chemokine receptor type 6	Cxcr6
MOUSE	1277950	Q8C3Q9	Caspase-9	Casp9
MOUSE	3605549	G3UZ78	Androglobin	Adgb
MOUSE	3652130	Q3UW77	MCG59630	Gm12888
MOUSE	1920328	Q9CXT8	Mitochondrial-processing peptidase subunit beta	Pmpcb
MOUSE	1916761	B2RVZ0	Kallikrein related-peptidase 12	Klk12
MOUSE	2442211	Q8BGN6	Transmembrane gamma-carboxyglutamic acid protein 4	Prrg4
MOUSE	1097152	E9Q612	Receptor-type tyrosine-protein phosphatase O	Ptpro
MOUSE	103197	P49718	DNA replication licensing factor MCM5	Mcm5
MOUSE	1914727	Q5F2F2	Abhydrolase domain-containing protein 15	Abhd15
MOUSE	1321385	Q9WUZ9	Ectonucleoside triphosphate diphosphohydrolase 5	Entpd5
MOUSE	88106	Q6PIE5	Sodium/potassium-transporting ATPase subunit alpha-2	Atp1a2
MOUSE	1916025	Q99L60	V-type proton ATPase subunit C 2	Atp6v1c2
MOUSE	2443149	Q8BMI4	Flap endonuclease GEN homolog 1	Gen1
MOUSE	97281	P13595	Neural cell adhesion molecule 1	Ncam1
MOUSE	1316728	Q8R050	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	Gspt1
MOUSE	1338898	Q9Z183	Protein-arginine deiminase type-4	Padi4
MOUSE	891982	P04071	Kallikrein 1-related peptidase b16	Klk1b16
MOUSE	3027904	Q6YCH2	TD and POZ domain-containing protein 4	Tdpoz4
MOUSE	1929076	Q9R118	Serine protease HTRA1	Htra1
MOUSE	1925694	Q9CWB5	Pyroglutamyl-peptidase 1-like protein	Pgpep1l
MOUSE	106096	P97873	Lysyl oxidase homolog 1	Loxl1
MOUSE	1096317	P62631	Elongation factor 1-alpha 2	Eef1a2
MOUSE	1336194	O89023	Tripeptidyl-peptidase 1	Tpp1
MOUSE	97808	P18052	Receptor-type tyrosine-protein phosphatase alpha	Ptpra
MOUSE	106185	P51683	C-C chemokine receptor type 2	Ccr2
MOUSE	2685355	Q3V1H3	Hephaestin-like protein 1	Hephl1
MOUSE	98325	Q04519	Sphingomyelin phosphodiesterase	Smpd1
MOUSE	96298	Q91ZJ9	Hyaluronidase-1	Hyal1
MOUSE	1923456	Q3V3A3	"MCG22200, isoform CRA_b"	Gpr165
MOUSE	1913736	Q8VHQ9	Acyl-coenzyme A thioesterase 11	Acot11
MOUSE	1918878	Q504M2	MCG53395	Pdp2
MOUSE	96937	P11034	Mast cell protease 1	Mcpt1
MOUSE	1923022	Q32LZ8	Patatin-like phospholipase domain-containing protein 5	Pnpla5
MOUSE	97814	Q05909	Receptor-type tyrosine-protein phosphatase gamma	Ptprg
MOUSE	2681828	Q5ND34	WD repeat-containing protein 81	Wdr81
MOUSE	107824	P51680	C-C chemokine receptor type 4	Ccr4
MOUSE	1335092	O89094	Caspase-14	Casp14
MOUSE	98279	P18337	L-selectin	Sell
MOUSE	1196295	O55082	Tyrosine-protein phosphatase non-receptor type 20	Ptpn20
MOUSE	1098234	P54923	[Protein ADP-ribosylarginine] hydrolase	Adprh
MOUSE	88263	O35350	Calpain-1 catalytic subunit	Capn1
MOUSE	2385905	Q91WG0	Acylcarnitine hydrolase	Ces2c
MOUSE	1918022	Q8CDC7	Zinc finger and BTB domain-containing protein 9	Zbtb9
MOUSE	1916241	Q9CY97	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	Ssu72
MOUSE	1349762	Q62188	Dihydropyrimidinase-related protein 3	Dpysl3
MOUSE	88151	P23780	Beta-galactosidase	Glb1
MOUSE	1270857	A6H6T1	Serine protease 40	Prss40
MOUSE	109255	P11033	Granzyme D	Gzmd
MOUSE	1924989	Q8BLI0	ADAMTS-like protein 1	Adamtsl1
MOUSE	2443012	Q5SSZ5	Tensin-3	Tns3
MOUSE	2385211	Q922G2	Protein FAM76A	Fam76a
MOUSE	97805	P35821	Tyrosine-protein phosphatase non-receptor type 1	Ptpn1
MOUSE	109563	P70658	C-X-C chemokine receptor type 4	Cxcr4
MOUSE	2450915	Q6NZC7	SEC23-interacting protein	Sec23ip
MOUSE	1270863	Q9QUR6	Prolyl endopeptidase	Prep
MOUSE	102467	Q62130	Tyrosine-protein phosphatase non-receptor type 14	Ptpn14
MOUSE	1201780	P50516	V-type proton ATPase catalytic subunit A	Atp6v1a
MOUSE	1919293	Q8CFG0	Extracellular sulfatase Sulf-2	Sulf2
MOUSE	1351603	Q9JLI3	Membrane metallo-endopeptidase-like 1	Mmel1
MOUSE	1913835	Q6PE01	U5 small nuclear ribonucleoprotein 40 kDa protein	Snrnp40
MOUSE	891981	P36369	Kallikrein 1-related peptidase b26	Klk1b26
MOUSE	109609	O08914	Fatty-acid amide hydrolase 1	Faah
MOUSE	97479	Q8R4K8	Pappalysin-1	Pappa
MOUSE	1913304	Q9D1A2	Cytosolic non-specific dipeptidase	Cndp2
MOUSE	3651888	B1AZM5	Protein Gm12886	Gm12886
MOUSE	5434139	J3QPX4	Protein Gm20783	Gm20783
MOUSE	1858598	O35292	Eosinophil cationic-type ribonuclease 5	Ear5
MOUSE	102695	A2A8L5	Receptor-type tyrosine-protein phosphatase F	Ptprf
MOUSE	94869	P70211	Netrin receptor DCC	Dcc
MOUSE	2667157	G3X9P9	MCG1048453	AF366264
MOUSE	104965	Q60736	Zona pellucida sperm-binding protein 3 receptor	Zp3r
MOUSE	1913585	Q9Z1G3	V-type proton ATPase subunit C 1	Atp6v1c1
MOUSE	106250	Q3UVK0	Endoplasmic reticulum metallopeptidase 1	Ermp1
MOUSE	2150302	Q80YA3	Phospholipase DDHD1	Ddhd1
MOUSE	2385906	Q3ULF4	Paraplegin	Spg7
MOUSE	102694	P28828	Receptor-type tyrosine-protein phosphatase mu	Ptprm
MOUSE	1913421	Q9CQ60	6-phosphogluconolactonase	Pgls
MOUSE	1931870	Q9Z0G7	Zinc finger and BTB domain-containing protein 22	Zbtb22
MOUSE	2445052	Q8BM85	TBC domain-containing protein kinase-like protein	Tbck
MOUSE	1921346	Q3U2S8	Voltage-gated hydrogen channel 1	Hvcn1
MOUSE	96943	Q02844	Tryptase	Tpsab1
MOUSE	96963	P28825	Meprin A subunit alpha	Mep1a
MOUSE	1915399	Q9CQX0	Ubiquitin thioesterase OTUB2	Otub2
MOUSE	1918946	Q8R0P8	Abhydrolase domain-containing protein 8	Abhd8
MOUSE	1921393	P58281	"Dynamin-like 120 kDa protein, mitochondrial"	Opa1
MOUSE	1347348	D3Z1A5	Protein Adamts6	Adamts6
MOUSE	2145430	Q6NZK8	Protein tyrosine phosphatase domain-containing protein 1	Ptpdc1
MOUSE	2660692	Q3UZ09	Complement C1r subcomponent-like protein	C1rl
MOUSE	88340	P13379	T-cell surface glycoprotein CD5	Cd5
MOUSE	2444798	E9Q166	Protein Atad2b	Atad2b
MOUSE	1915894	Q922Q6	Alpha/beta hydrolase domain-containing protein 14A	Abhd14a
MOUSE	1924755	D3Z2X2	Protein Dnhd1	Dnhd1
MOUSE	2385326	Q8R3D1	TBC1 domain family member 13	Tbc1d13
MOUSE	1927664	Q8VDQ8	NAD-dependent protein deacetylase sirtuin-2	Sirt2
MOUSE	3528583	Q5GAM9	Putative inactive ribonuclease 11	Rnase11
MOUSE	3589109	Q810K3	Sphingosine-1-phosphate phosphatase 2	Sgpp2
MOUSE	1920904	O35457	C-C chemokine receptor-like 2	Ccrl2
MOUSE	2149951	Q924N9	Serine protease 28	Prss28
MOUSE	1928480	Q8CE08	Prostatic acid phosphatase	Acpp
MOUSE	1347004	Q6NS57	Mitogen-activated protein kinase-binding protein 1	Mapkbp1
MOUSE	1321133	P70349	Histidine triad nucleotide-binding protein 1	Hint1
MOUSE	96074	P20060	Beta-hexosaminidase subunit beta	Hexb
MOUSE	3528592	Q5GAM7	Probable inactive ribonuclease-like protein 13	Rnase13
MOUSE	1330809	O54827	Probable phospholipid-transporting ATPase VA	Atp10a
MOUSE	2387178	Q8BFQ8	Parkinson disease 7 domain-containing protein 1	Pddc1
MOUSE	1931013	Q9QZC8	Abhydrolase domain-containing protein 1	Abhd1
MOUSE	1330806	O08691	"Arginase-2, mitochondrial"	Arg2
MOUSE	103257	Q8K337	"Type II inositol 1,4,5-trisphosphate 5-phosphatase"	Inpp5b
MOUSE	1921867	Q920A5	Retinoid-inducible serine carboxypeptidase	Scpep1
MOUSE	1332240	Q9Z0Z4	Hephaestin	Heph
MOUSE	1922637	Q8R216	NAD-dependent protein deacetylase sirtuin-4	Sirt4
MOUSE	1915066	E0CYV9	Protein 1110002E22Rik	1110002E22Rik
MOUSE	104328	Q6PIX5	Inactive rhomboid protein 1	Rhbdf1
MOUSE	109267	P04187	"Granzyme B(G,H)"	Gzmb
MOUSE	1921465	E9PXD1	Protein Prss51	Prss51
MOUSE	2684953	L7N1Y0	Protein Dnah7b	Dnah7b
MOUSE	3045251	Q7M761	Ovochymase-2	Ovch2
MOUSE	1860275	Q9JI81	Cathepsin 2	Cts8
MOUSE	1101356	Q80Z60	Endothelin-converting enzyme 2	Ece2
MOUSE	3608413	A2AGA4	Rhomboid-related protein 2	Rhbdl2
MOUSE	1919765	Q6ZQL4	WD repeat-containing protein 43	Wdr43
MOUSE	1337004	Q9Z175	Lysyl oxidase homolog 3	Loxl3
MOUSE	1914694	Q8R0F6	Integrin-linked kinase-associated serine/threonine phosphatase 2C	Ilkap
MOUSE	2141440	Q14AI6	RNA pseudouridylate synthase domain-containing protein 3	Rpusd3
MOUSE	1298227	P97311	DNA replication licensing factor MCM6	Mcm6
MOUSE	107320	Q8BPQ7	Small G protein signaling modulator 1	Sgsm1
MOUSE	2135874	Q9JJN5	Carboxypeptidase N catalytic chain	Cpn1
MOUSE	97004	Q61391	Neprilysin	Mme
MOUSE	1330860	O35744	Chitinase-like protein 3	Chil3
MOUSE	1891704	Q69ZS7	HBS1-like protein	Hbs1l
MOUSE	1096389	Q6P9K9	Neurexin-3	Nrxn3
MOUSE	95609	P70699	Lysosomal alpha-glucosidase	Gaa
MOUSE	2444926	Q8BMK4	Cytoskeleton-associated protein 4	Ckap4
MOUSE	1352490	Q6J756	Calpain-11	Capn11
MOUSE	1336202	P17892	Pancreatic lipase-related protein 2	Pnliprp2
MOUSE	1924709	A1L0T3	Scavenger receptor cysteine-rich domain-containing group B protein	Srcrb4d
